ກ້າມຊີ້ນ,Gam xeen,Muscle,noun
ກະດູກ,Ga dook,Bone,noun
ຂໍ້ຕໍ່,Khaw tor,Joint,noun
ຜິວໜັງ,Phiu nang,Skin,noun
ຮໍໂມນ,Hormone,Hormone,noun
ວິຕາມິນ,Vitamin,Vitamin,noun
ທາດໂປຣຕີນ,That protein,Protein,noun
ທາດແປ້ງ,That phaeng,Carbohydrate,noun
ໄຂມັນ,Khai man,Fat,noun
ພູມຄຸ້ມກັນ,Phoom khoom gan,Immunity,noun
ເຊື້ອໄວຣັສ,Xeu virus,Virus,noun
ຢາຂ້າເຊື້ອ,Ya kha xeu,Antiseptic / Antibiotic,noun
ວັກຊີນ,Vaccine,Vaccine,noun
ການກວດເລືອດ,Gan guat leuad,Blood test,noun
ໃບສັ່ງຢາ,Bai sang ya,Prescription,noun
ຄລີນິກ,Clinic,Clinic,noun
ການຟື້ນຟູ,Gan feun foo,Rehabilitation,noun
ຈິດພະຍາດ,Chit pha nyat,Mental illness,noun
ຄວາມຄຽດ,Khuam khiad,Stress,noun
ຄວາມວິຕົກກັງວົນ,Khuam vi tok gang von,Anxiety,noun
ຄວາມຊຶມເສົ້າ,Khuam xeum sao,Depression,noun
ຄວາມເຊື່ອໝັ້ນ,Khuam xeuam man,Confidence,noun
ຄວາມພາກພູມໃຈ,Khuam phak phoom chai,Pride,noun
ຄວາມກະຕືລືລົ້ນ,Khuam ga teu leu lon,Enthusiasm,noun
ຄວາມອິດເມື່ອຍ,Khuam it meuay,Fatigue,noun
ຄວາມຢາກຮູຢາກເຫັນ,Khuam yak roo yak hen,Curiosity,noun
ຄວາມຄິດສ້າງສັນ,Khuam khit sang san,Creativity,noun
ຈິນຕະນາການ,Chin ta na gan,Imagination,noun
ຄວາມສະຫຼາດທາງອາລົມ,Khuam sa lat arom,EQ,noun
ສາມັນສໍານຶກ,Sa man sam neuk,Common sense,noun
ສະຕິປັນຍາ,Sa ti pan nya,Wisdom,noun
ຄ່ານິຍົມ,Kha ni nyom,Values,noun
ທັດສະນະຄະຕິ,That sa na kha ti,Attitude,noun
ມຸມມອງ,Moom mong,Perspective,noun
ອະຄະຕິ,A kha ti,Prejudice / Bias,noun
ການຈໍາແນກ,Gan cham naek,Discrimination,noun
ຄວາມເຫັນອົກເຫັນໃຈ,Khuam hen ok hen chai,Empathy,noun
ຄວາມເອື້ອເຟື້ອ,Khuam eua feua,Generosity,noun
ຄວາມຊື່ສັດສຸຈະລິດ,Khuam seu sat,Integrity,noun
ຄວາມຮັບຜິດຊອບ,Khuam hap phit xop,Accountability,noun
ຄວາມໂປ່ງໃສ,Khuam pong xai,Transparency,noun
ຈັນຍາບັນວິຊາຊີບ,Chan nya ban,Professional ethics,noun
ມາດຕະຖານສາກົນ,Mat ta than sa gon,Intl standard,noun
ກົດໝາຍແພ່ງ,Got mai phaeng,Civil law,noun
ກົດໝາຍອາຍາ,Got mai a ya,Criminal law,noun
ສັນຍາຈ້າງ,San nya chang,Employment contract,noun
ກໍາມະສິດ,Gam ma sit,Ownership,noun
ລິຂະສິດ,Li kha sit,Copyright,noun
ເຄື່ອງໝາຍການຄ້າ,Kheuang mai gan kha,Trademark,noun
ສິດທິບັດ,Sit thi bat,Patent,noun
ການລະເມີດ,Gan la meut,Violation / Infringement,noun
ການຟ້ອງຮ້ອງ,Gan fong hong,Lawsuit,noun
ທະນາຍຄວາມ,Tha nai khuam,Attorney,noun
ສານຕັດສິນ,San tat sin,Court verdict,noun
ລັດຖະກອນ,Lat tha gon,Civil servant,noun
ການບໍລິຫານລັດ,Gan bo ri han lat,Public admin,noun
ນະໂຍບາຍການເງິນ,Na yo bai gan ngin,Fiscal policy,noun
ການຄ້າເສລີ,Gan kha se lee,Free trade,noun
ພາສີຂາເຂົ້າ,Pha xee kha khao,Import tax,noun
ພາສີຂາອອກ,Pha xee kha ok,Export tax,noun
ດຸນການຄ້າ,Doon gan kha,Trade balance,noun
ການຂາດດຸນ,Gan khat doon,Deficit,noun
ເງິນເຟີ້,Ngin phur,Inflation,noun
ເງິນຝືດ,Ngin pheut,Deflation,noun
ການລົ້ມລະລາຍ,Gan lom la lai,Bankruptcy,noun
ການລວມຕົວ,Gan luam tua,Merger,noun
ການຜູກຂາດ,Gan phook khat,Monopoly,noun
ການແຂ່ງຂັນທີ່ບໍ່ເປັນທຳ,Khaeng khan bor pen tham,Unfair competition,noun
ຕະຫຼາດແຮງງານ,Ta lat haeng ngan,Labor market,noun
ກຳລັງການຜະລິດ,Gam lang gan pha lit,Production capacity,noun
ວັດຖຸດິບ,Vat thoo dip,Raw material,noun
ສິນຄ້າເຄິ່ງສຳເລັດຮູບ,Sin kha kheung,Semi-finished good,noun
ສິນຄ້າສຳເລັດຮູບ,Sin kha xam let hoop,Finished good,noun
ການຄວບຄຸມຄຸນນະພາບ,Khuap khoom khun na phap,Quality control,noun
ຕ່ອງໂສ້ອຸປະທານ,Tong so oo pa than,Supply chain,noun
ສາງສິນຄ້າອັດສະລິຍະ,Sang sin kha,Smart warehouse,noun
ການຂົນສົ່ງທາງບົກ,Khon song thang bok,Land transport,noun
ການຂົນສົ່ງທາງນ້ຳ,Khon song thang nam,Water transport,noun
ການຂົນສົ່ງທາງອາກາດ,Khon song thang a gat,Air transport,noun
ລະບົບລາງ,Ra bop lang,Rail system,noun
ການກະຈາຍສິນຄ້າ,Gan ga chai sin kha,Distribution,noun
ຕົວແທນຈໍາໜ່າຍ, Tua thaen cham nai,Distributor,noun
ຜູ້ບໍລິໂພກ,Phu bo ri phok,Consumer,noun
ພຶດຕິກໍາຜູ້ບໍລິໂພກ,Pheut ti gam,Consumer behavior,noun
ການສໍາຫຼວດຕະຫຼາດ,Gan sam luat ta lat,Market survey,noun
ກຸ່ມເປົ້າໝາຍ,Goom pao mai,Target group,noun
ການສ້າງແບຣນ,Gan sang brand,Branding,noun
ສື່ສັງຄົມອອນໄລນ໌,Seu sang khom online,Social media,noun
ການຕະຫຼາດດິຈິຕອນ,Ta lat digital,Digital marketing,noun
ການເພີ່ມປະສິດທິພາບ,Gan phurm pa sit thi phap,Optimization,noun
ການວິເຄາະຂໍ້ມູນບີກດາຕ້າ,Vi khaw Big Data,Big data analysis,noun
ລະບົບການຮຽນຮູ້,Ra bop gan hian roo,Learning system,noun
ຄວາມເປັນສ່ວນຕົວ,Khuam pen xuan tua,Privacy,noun
ການປົກປ້ອງຂໍ້ມູນ,Gan pok pong kho moon,Data protection,noun
ອາຊະຍາກຳທາງໄຊເບີ,At xa ya gam cyber,Cybercrime,noun
ການແຮັກຂໍ້ມູນ,Gan hack kho moon,Hacking,noun
ລະຫັດຜ່ານ,Ra hat phan,Password,noun
ການຢືນຢັນຕົວຕົນ,Gan yeun yan tua ton,Authentication,noun
ລາຍເຊັນດິຈິຕອນ,Lai xen digital,Digital signature,noun
ການເຮັດທຸລະກຳອອນໄລນ໌,Gan het thu la gam,Online transaction,noun
ກະເປົາເງິນດິຈິຕອນ,Ga pao ngin digital,E-wallet,noun
ສະກຸນເງິນສະເໝືອນ,Sa goon ngin sa meuan,Virtual currency,noun
ໂລກສະເໝືອນຈິງ,Lok sa meuan ching,Metaverse,noun
ຄວາມເປັນຈິງເສີມ,Khuam pen ching serm,Augmented Reality,noun
ເຕັກໂນໂລຊີສີຂຽວ,Tek no see khiao,Green tech,noun
ການປ່ອຍອາຍພິດເຮືອນແກ້ວ,Gan poy ai phit,Greenhouse gas emission,noun
ຄາບອນຟຸດພຣິນ,Carbon footprint,Carbon footprint,noun
ການພັດທະນາຕົວເມືອງ,Gan phat tha na meuang,Urban development,noun
ເມືອງອັດສະລິຍະ,Meuang at sa ri nya,Smart city,noun
ໂຄງລ່າງພື້ນຖານ,Khong lang pheun than,Infrastructure,noun
ການຄົມມະນາຄົມ,Gan khom ma na khom,Telecommunication,noun
ການສື່ສານດາວທຽມ,Gan seu san dao thiam,Satellite comms,noun
ອິນເຕີເນັດຄວາມໄວສູງ,Internet khuam vai soong,Broadband,noun
ເຄືອຂ່າຍໄຮ້ສາຍ,Kheua khai hai sai,Wireless network,noun
ການອອກແບບລະບົບ,Gan ok baep ra bop,System design,noun
ການພັດທະນາຊອບແວ,Phat tha na software,Software development,noun
ວົງຈອນການຮຽນຮູ້,Vong chon gan hian roo,Learning cycle,noun
ການທົດສອບລະບົບ,Gan thot sop ra bop,System testing,noun
ການບຳລຸງຮັກສາ,Gan bam loong huk sa,Maintenance,noun
ການແກ້ໄຂບັນຫາ,Gan gae khai ban ha,Troubleshooting,noun
ປະສິດທິຜົນ,Pa sit thi phon,Effectiveness,noun
ຄວາມກ້າວໜ້າ,Khuam gao na,Progress,noun
ຄວາມທັນສະໄໝ,Khuam than sa mai,Modernity,noun
ຍຸກສະໄໝ,Nyook sa mai,Era,noun
ການປ່ຽນແປງທາງສັງຄົມ,Pian paeng sang khom,Social change,noun
ໂຄງສ້າງທາງສັງຄົມ,Khong sang sang khom,Social structure,noun
ຊົນຊັ້ນກາງ,Xon xan gang,Middle class,noun
ຄວາມຍືນຍົງທາງເສດຖະກິດ,Yeun yong set tha git,Economic sustainability,noun
ການຮ່ວມມືລະຫວ່າງປະເທດ,Huam meu la vang pa thet,Intl cooperation,noun
ການທູດດ້ານວັດທະນະທຳ,Thoot dan wat tha na tham,Cultural diplomacy,noun
Soft Power,Soft Power,Soft Power,noun
ການແລກປ່ຽນນັກຮຽນ,Laek pian nak hian,Student exchange,noun
ທຶນການສຶກສາ,Thun gan seuk sa,Scholarship,noun
ການຄົ້ນຄວ້າທາງວິຊາການ,Khon khua vi sa gan,Academic research,noun
ວາລະສານທາງວິທະຍາສາດ,Va la san vi tha nya xat,Scientific journal,noun
ການສຳມະນາ,Gan sam ma na,Seminar,noun
ການປະຊຸມທາງໄກ,Pa xum thang gai,Teleconference,noun
ການເຮັດວຽກທາງໄກ,Het ngan thang gai,Remote work,noun
ເສດຖະກິດດິຈິຕອນ,Set tha git digital,Digital economy,noun
ຜູ້ປະກອບການ,Phu pa gop gan,Entrepreneur,noun
ທຸລະກິດສະຕາດອັບ,Startup,Startup,noun
ການລະດົມທຶນ,Gan la dom thun,Fundraising,noun
ຜູ້ຮ່ວມລົງທຶນ,Phu huam long thun,Venture capitalist,noun
ການຄຸ້ມຄອງຄວາມສ່ຽງ,Khoom khong khuam siang,Risk management,noun
ທັກສະການເປັນຜູ້ນໍາ,Thak xa pen phu nam,Leadership skills,noun
ການເຮັດວຽກເປັນທີມ,Gan het ngan pen team,Teamwork,noun
ການສ້າງຄວາມສໍາພັນ,Gan sang sam phan,Networking,noun
ການເຈລະຈາຕໍ່ຮອງ,Che la cha tor hong,Negotiation,noun
ການປາກເວົ້າໃນທີ່ສາທາລະນະ,Vao nai sa tha la na,Public speaking,noun
ຄວາມສະຫຼາດຫຼັກແຫຼມ,Khuam sa lat hlak hlaem,Acuteness / Shrewdness,noun
ຄວາມຄ່ອງຕົວ,Khuam khong tua,Agility / Versatility,noun
ຄວາມຄິດລໍເລີ່ມ,Khuam khit lor lerm,Initiative,noun
ຄວາມທະເຍີທະຍານ,Khuam tha nnyi tha nyan,Ambition,noun
ຄວາມຕັ້ງໃຈ,Khuam tang chai,Intention / Determination,noun
ຄວາມພາກພຽນ,Khuam phak phian,Diligence / Perseverance,noun
ຄວາມລະອຽດອ່ອນ,Khuam la iat on,Sensitivity / Delicacy,noun
ຄວາມຊັບຊ້ອນ,Khuam xap xon,Complexity,noun
ຄວາມແນ່ນອນ,Khuam nae non,Certainty,noun
ຄວາມບໍ່ແນ່ນອນ,Khuam bor nae non,Uncertainty,noun
ຄວາມເປັນໄປໄດ້,Khuam pen pai dai,Possibility,noun
ຄວາມເປັນຈິງ,Khuam pen ching,Reality,noun
ຂໍ້ເທັດຈິງ,Khaw thet ching,Fact,noun
ຂໍ້ສົມມຸດຖານ,Khaw som moot than,Hypothesis,noun
ຫຼັກຖານຢັ້ງຢືນ,Lak than nyang yeun,Validation evidence,noun
ການວິເຄາະທາງສະຖິຕິ,Vi khaw sa thi ti,Statistical analysis,noun
ການສັງເກດການ,Gan sang get gan,Observation,noun
ການຕີຄວາມໝາຍ,Gan tee khuam mai,Interpretation,noun
ບົດວິໄຈ,Bot vi chai,Research paper,noun
ການອ້າງອີງ,Gan ang eeng,Reference / Citation,noun
ບັນນານຸກົມ,Ban na nu kom,Bibliography,noun
ບົດຄັດຫຍໍ້,Bot khat nyo,Abstract,noun
ບົດນໍາ,Bot nam,Introduction,noun
ເນື້ອໃນ,Neua nai,Content,noun
ບົດສະຫຼຸບ,Bot sa loop,Conclusion,noun
ພາກຜະໜວກ,Phak pha nuak,Appendix,noun
ການກວດສອບຄືນ,Gan guat sop kheun,Review / Re-check,verb
ການແກ້ໄຂປັບປຸງ,Gae khai pap poong,Revision,noun
ຄວາມຖືກຕ້ອງ,Khuam theuk tong,Accuracy,noun
ຄວາມສອດຄ່ອງ,Khuam sot khong,Consistency,noun
ຄວາມກ່ຽວຂ້ອງ,Khuam giao khong,Relevance,noun
ຄວາມໝັ້ນຄົງ,Khuam man khong,Stability / Security,noun
ຄວາມມັ່ງຄັ່ງ,Khuam mang khang,Prosperity,noun
ຄວາມກ້າວໜ້າທາງເຕັກໂນໂລຊີ,Gao na tek no lo xee,Tech progress,noun
ຍຸກດິຈິຕອນ,Nyook digital,Digital age,noun
ການຫັນເປັນທັນສະໄໝ,Gan han pen than sa mai,Modernization,noun
ການເຊື່ອມໂຍງ,Gan cheuam nyong,Integration,noun
ການຮ່ວມມື,Gan huam meu,Collaboration,noun
ເຄືອຂ່າຍທົ່ວໂລກ,Kheua khai thua lok,Global network,noun
ການສື່ສານໄຮ້ພົມແດນ,Seu san hai phom daen,Borderless comms,noun
ອະນາຄົດທີ່ສົດໃສ,A na khot sot xai,Bright future,noun
Lao Script,Transliteration,English Translation,word type
ທະນາຄານທາງໄກ,Tha na khan thang gai,Telebanking,noun
ທຸລະກຳການເງິນ,Thu la gam gan ngin,Financial transaction,noun
ຍອດເງິນຄົງເຫຼືອ,Nyot ngin khong hleu,Account balance,noun
ການກວດສອບຍອດເງິນ,Gan guat sop nyot,Balance inquiry,noun
ການໂອນເງິນລະຫວ່າງທະນາຄານ,Gan on ngin,Interbank transfer,noun
ລະຫັດຜ່ານຄັ້ງດຽວ,Ra hat phan khang diao,OTP (One-Time Password),noun
ຄວາມປອດໄພຂອງທະນາຄານ,Khuam pot phai,Banking security,noun
ການເຂົ້າລະຫັດຂໍ້ມູນ,Gan khao ra hat,Data encryption,noun
ການຢືນຢັນຕົວຕົນສອງຊັ້ນ,Yeun yan tua ton,2FA (Two-factor auth),noun
ການທະນາຄານຜ່ານມືຖື,Gan tha na khan mobile,Mobile banking,noun
ບັດເອທີເອັມ,Bat ATM,ATM card,noun
ຄ່າທຳນຽມທຸລະກຳ,Kha tham niam,Transaction fee,noun
ການຖອນເງິນສົດ,Gan thon ngin xot,Cash withdrawal,noun
ການຝາກເງິນ,Gan fak ngin,Deposit,noun
ບັນຊີເງິນຝາກປະຢັດ,Ban xee pha yat,Savings account,noun
ບັນຊີກະແສລາຍວັນ,Ban xee ga sae,Current account,noun
ເງິນກູ້ຢືມ,Ngin goo yeum,Loan,noun
ອັດຕາດອກເບ້ຍເງິນກູ້,At ta dok bia goo,Loan interest rate,noun
ການຊຳລະໜີ້,Gan xam la nee,Debt repayment,noun
ປະຫວັດການເຮັດທຸລະກຳ,Pa vat thu la gam,Transaction history,noun
ລະບົບຄລາວ,Ra bop Cloud,Cloud system,noun
ການປະມວນຜົນແບບຄລາວ,Gan pa muan Cloud,Cloud computing,noun
ໂຄງລ່າງພື້ນຖານດິຈິຕອນ,Khong lang digital,Digital infrastructure,noun
ເຊີເວີສະເໝືອນ,Server sa meuan,Virtual server,noun
ການຈັດເກັບຂໍ້ມູນແບບກະຈາຍ,Gan chat gep,Distributed storage,noun
ຄວາມພ້ອມໃຊ້ງານສູງ,Khuam phom xai ngan,High availability,noun
ການຂະຫຍາຍຕົວຂອງລະບົບ,Gan kha nyai tua,Scalability,noun
ການຈັດການຕົວຕົນແລະການເຂົ້າເຖິງ,IAM,Identity & Access Mgmt,noun
ການບໍລິຫານຈັດການຖານຂໍ້ມູນ,Bo ri han database,Database management,noun
ຄວາມປອດໄພຂອງເຄືອຂ່າຍ,Khuam pot phai net,Network security,noun
ການສຳຮອງຂໍ້ມູນ,Gan sam hong kho moon,Data backup,noun
ການກູ້ຄືນລະບົບ,Gan goo kheun ra bop,Disaster recovery,noun
ການພັດທະນາເວັບໄຊທ໌,Phat tha na website,Web development,noun
ການໂຕ້ຕອບຂອງຜູ້ໃຊ້,UI (User Interface),User Interface,noun
ປະສົບການຂອງຜູ້ໃຊ້,UX (User Experience),User Experience,noun
ການຂຽນໂປຣແກຣມແອັບພລິເຄຊັນ,API,Application Programming,noun
ຊອບແວໂອເພັນຊອດ,Open Source,Open source software,noun
ປັນຍາປະດິດແບບສ້າງສັນ,Pan nya Generative,Generative AI,noun
ການຮຽນຮູ້ແບບເລິກເຊິ່ງ,Deep Learning,Deep learning,noun
ການປະມວນຜົນພາສາທຳມະຊາດ,NLP,Natural Language Processing,noun
ການວິເຄາະຂໍ້ມູນຂະໜາດໃຫຍ່,Big Data Analysis,Big data analytics,noun
ການເບິ່ງເຫັນຂໍ້ມູນ,Data Visualization,Data visualization,noun
ຄວາມເປັນສ່ວນຕົວຂອງຂໍ້ມູນ,Privacy,Data privacy,noun
ການປົກປ້ອງຂໍ້ມູນສ່ວນບຸກຄົນ,GDPR / PDPA,Personal data protection,noun
ອາຊະຍາກຳທາງຄອມພິວເຕີ,Cybercrime,Computer crime,noun
ການລັກລອບເຂົ້າລະຫັດ,Hacking,Hacking,noun
ໄຟຣວໍ,Firewall,Firewall,noun
ການກວດສອບຄວາມປອດໄພ,Security Audit,Security audit,noun
ມາດຕະຖານຄວາມປອດໄພຂໍ້ມູນ,ISO 27001,Info security standard,noun
ການຫັນເປັນດິຈິຕອນ,Digital Transformation,Digital transformation,noun
ເສດຖະກິດດິຈິຕອນ,Digital Economy,Digital economy,noun
ການຄ້າທາງເອເລັກໂຕຣນິກ,E-commerce,E-commerce,noun
ການຊຳລະເງິນແບບດິຈິຕອນ,Digital Payment,Digital payment,noun
ກະເປົາເງິນເອເລັກໂຕຣນິກ,E-wallet,Electronic wallet,noun
ສະກຸນເງິນຄຣິບໂຕ,Cryptocurrency,Cryptocurrency,noun
ເທັກໂນໂລຊີບລັອກເຊນ,Blockchain Tech,Blockchain technology,noun
ສັນຍາອັດສະລິຍະ,Smart Contract,Smart contract,noun
ການລະດົມທຶນແບບດິຈິຕອນ,ICO,Digital fundraising,noun
ການລົງທຶນໃນຊັບສິນດິຈິຕອນ,Digital Asset,Digital asset investment,noun
ຄວາມຮູ້ດ້ານການເງິນ,Financial Literacy,Financial literacy,noun
ຄວາມຮູ້ດ້ານດິຈິຕອນ,Digital Literacy,Digital literacy,noun
ການຮຽນຮູ້ຕະຫຼອດຊີວິດ,Lifelong Learning,Lifelong learning,noun
ການສຶກສາທາງໄກ,Distance Education,Distance education,noun
ຫ້ອງຮຽນສະເໝືອນ,Virtual Classroom,Virtual classroom,noun
ລະບົບການຈັດການການຮຽນຮູ້,LMS,Learning Management System,noun
ການພັດທະນາຊັບພະຍາກອນມະນຸດ,HRD,Human Resource Dev,noun
ຕະຫຼາດແຮງງານໃນອະນາຄົດ,Future Job Market,Future labor market,noun
ການເຮັດວຽກແບບປະສົມ,Hybrid Work,Hybrid work,noun
ເສດຖະກິດແບບແບ່ງປັນ,Sharing Economy,Sharing economy,noun
ທຸລະກິດເພື່ອສັງຄົມ,Social Enterprise,Social enterprise,noun
ການພັດທະນາແບບຍືນຍົງ,SDGs,Sustainable development,noun
ພະລັງງານທົດແທນ,Renewable Energy,Renewable energy,noun
ລົດໄຟຟ້າ,EV (Electric Vehicle),Electric vehicle,noun
ການຄຸ້ມຄອງສິ່ງແວດລ້ອມ,Environmental Mgmt,Environmental mgmt,noun
ຄວາມຮັບຜິດຊອບຂອງອົງກອນ,CSR,Corporate responsibility,noun
ທຳມາພິບານ,Good Governance,Good governance,noun
ຄວາມໂປ່ງໃສແລະກວດສອບໄດ້,Transparency,Transparency & Audit,noun
ການຕ້ານການສໍ້ລາດບັງຫຼວງ,Anti-corruption,Anti-corruption,noun
ສິດທິແລະເສລີພາບ,Rights & Freedom,Rights and freedoms,noun
ຄວາມຍຸຕິທຳໃນສັງຄົມ,Social Justice,Social justice,noun
ຄວາມສະເໝີພາບທາງເພດ,Gender Equality,Gender equality,noun
ການຢູ່ຮ່ວມກັນຢ່າງສັນຕິ,Peaceful Coexistence,Peaceful coexistence,noun
ການພົວພັນລະຫວ່າງປະເທດ,Intl Relations,International relations,noun
ການຮ່ວມມືທາງເສດຖະກິດ,Economic Cooperation,Economic cooperation,noun
ເຂດການຄ້າເສລີ,FTA,Free trade zone,noun
ການລົງທຶນໂດຍກົງຈາກຕ່າງປະເທດ,FDI,Foreign direct investment,noun
ຕ່ອງໂສ້ຄຸນຄ່າທົ່ວໂລກ,Global Value Chain,Global value chain,noun
ການແຂ່ງຂັນລະດັບສາກົນ,Intl Competition,Intl competition,noun
ຄວາມໝັ້ນຄົງທາງໄຊເບີລະດັບຊາດ,National Cybersecurity,National cybersecurity,noun
ຍຸດທະສາດການພັດທະນາປະເທດ,National Dev Strategy,National dev strategy,noun
ນະໂຍບາຍສາທາລະນະ,Public Policy,Public policy,noun
ການວາງແຜນຍຸດທະສາດ,Strategic Planning,Strategic planning,noun
ການບໍລິຫານຄວາມສ່ຽງອົງກອນ,ERM,Enterprise risk mgmt,noun
ວັດທະນະທຳອົງກອນ,Org Culture,Organizational culture,noun
ພາວະຜູ້ນຳ,Leadership,Leadership,noun
ການເຮັດວຽກເປັນທີມທີ່ມີປະສິດທິພາບ,Effective Teamwork,Effective teamwork,noun
ການສື່ສານພາຍໃນອົງກອນ,Internal Comms,Internal communications,noun
ການເຈລະຈາຕໍ່ຮອງທາງທຸລະກິດ,Business Negotiation,Business negotiation,noun
ການແກ້ໄຂບັນຫາທີ່ຊັບຊ້ອນ,Complex Problem Solving,Complex problem solving,noun
ຄວາມຄິດແບບວິພາກ,Critical Thinking,Critical thinking,noun
ຄວາມຄິດສ້າງສັນແລະນະວັດຕະກຳ,Creativity & Innovation,Creativity/Innovation,noun
ຄວາມສາມາດໃນການປັບຕົວ,Adaptability,Adaptability,noun
ຄວາມສະຫຼາດທາງອາລົມ,Emotional Intelligence,Emotional intelligence,noun
ການຄຸ້ມຄອງເວລາ,Time Management,Time management,noun
ຈັນຍາບັນໃນການເຮັດວຽກ,Work Ethics,Work ethics,noun
ຄວາມເປັນມືອາຊີບ,Professionalism,Professionalism,noun
ການບໍລິການລູກຄ້າທີ່ດີເລີດ,Excellence Service,Excellence service,noun
ຄວາມພໍໃຈຂອງລູກຄ້າ,Customer Satisfaction,Customer satisfaction,noun
ການສ້າງຄວາມພັນທະກັບລູກຄ້າ,Customer Loyalty,Customer loyalty,noun
ການຕະຫຼາດຜ່ານສື່ສັງຄົມ,Social Media Marketing,Social media marketing,noun
ການສ້າງຍີ່ຫໍ້ໃຫ້ເປັນທີ່ຮູ້ຈັກ,Brand Awareness,Brand awareness,noun
ການວິເຄາະຄູ່ແຂ່ງ,Competitor Analysis,Competitor analysis,noun
ແຜນທຸລະກິດ,Business Plan,Business plan,noun
ການລະດົມທຶນແບບສະຕາດອັບ,Startup Funding,Startup funding,noun
ຜູ້ຮ່ວມລົງທຶນ,Venture Capital,Venture capital,noun
ການເຕີບໂຕແບບກ້າວກະໂດດ,Exponential Growth,Exponential growth,noun
ມາດຕະຖານການຜະລິດ,Production Standard,Production standard,noun
ການຄວບຄຸມຄຸນນະພາບ,Quality Control,Quality control,noun
ການເພີ່ມຜົນຜະລິດ,Productivity Improvement,Productivity improvement,noun
ຕ່ອງໂສ້ອຸປະທານດິຈິຕອນ,Digital Supply Chain,Digital supply chain,noun
ການຂົນສົ່ງອັດສະລິຍະ,Smart Logistics,Smart logistics,noun
ຄວາມຍືນຍົງຂອງທຸລະກິດ,Business Sustainability,Business sustainability,noun
ຄວາມຮັບຜິດຊອບຕໍ່ຜູ້ມີສ່ວນໄດ້ສ່ວນເສຍ,Stakeholder Resp,Stakeholder resp,noun
ການປະເມີນຜົນກະທົບ,Impact Assessment,Impact assessment,noun
ຂໍ້ມູນຂ່າວສານ,Information,Information,noun
ການຄົ້ນຄວ້າແລະພັດທະນາ,R&D,Research & Development,noun
ສິດທິບັດແລະເຄື່ອງໝາຍການຄ້າ,Patents & Trademarks,Patents/Trademarks,noun
ຊັບສິນທາງປັນຍາ,Intellectual Property,Intellectual property,noun
ການປ້ອງກັນການລະເມີດລິຂະສິດ,Copyright Protection,Copyright protection,noun
ຈັນຍາບັນທາງວິທະຍາສາດ,Scientific Ethics,Scientific ethics,noun
ຄວາມກ້າວໜ້າທາງເຕັກໂນໂລຊີ,Tech Advancement,Tech advancement,noun
ຍຸກແຫ່ງຂໍ້ມູນຂ່າວສານ,Information Age,Information age,noun
ສັງຄົມແຫ່ງການຮຽນຮູ້,Learning Society,Learning society,noun
ອະນາຄົດຂອງມະນຸດຊາດ,Future of Humanity,Future of humanity,noun
ຄວາມຫວັງແລະສັນຕິພາບ,Hope & Peace,Hope and peace,noun
ການຮ່ວມມືທົ່ວໂລກ,Global Collaboration,Global collaboration,noun
ມິດຕະພາບທີ່ຍືນຍົງ,Lasting Friendship,Lasting friendship,noun
ຄວາມສໍາເລັດທີ່ຍິ່ງໃຫຍ່,Great Success,Great success,noun
ການເລີ່ມຕົ້ນໃໝ່,New Beginning,New beginning,noun
ຄວາມສຸກທີ່ແທ້ຈິງ,True Happiness,True happiness,noun
ຄວາມໝາຍຂອງຊີວິດ,Meaning of Life,Meaning of life,noun
ໂລກທີ່ໜ້າຢູ່,Liveable World,Liveable world,noun
ສິ່ງແວດລ້ອມທີ່ສະອາດ,Clean Environment,Clean environment,noun
ອາກາດທີ່ບໍລິສຸດ,Pure Air,Pure air,noun
ນ້ຳທີ່ໃສສະອາດ,Clear Water,Clear water,noun
ພະລັງງານສະອາດ,Clean Energy,Clean energy,noun
ການອະນຸລັກທຳມະຊາດ,Nature Conservation,Nature conservation,noun
ຄວາມຫຼາກຫຼາຍທາງວັດທະນະທຳ,Cultural Diversity,Cultural diversity,noun
ການເຄົາລົບເຊິ່ງກັນແລະກັນ,Mutual Respect,Mutual respect,noun
ຄວາມເຂົ້າໃຈລະຫວ່າງປະເທດ,Intl Understanding,Intl understanding,noun
ຄວາມສາມັກຄີປອງດອງ,Solidarity & Harmony,Solidarity/Harmony,noun
ອະນາຄົດທີ່ສົດໃສຂອງເດັກນ້ອຍ,Bright Future for Kids,Bright future for kids,noun
ການສຶກສາທີ່ມີຄຸນນະພາບ,Quality Education,Quality education,noun
ໂອກາດທີ່ເທົ່າທຽມ,Equal Opportunity,Equal opportunity,noun
ຄວາມຍຸຕິທຳສຳລັບທຸກຄົນ,Justice for All,Justice for all,noun
ໂລກທີ່ບໍ່ມີສົງຄາມ,World without War,World without war,noun
ສັນຕິພາບທົ່ວໂລກ,Global Peace,Global peace,noun
ຄວາມຮັກທີ່ບໍ່ມີຂອບເຂດ,Limitless Love,Limitless love,noun
ຄວາມເມດຕາຕໍ່ສັດ,Kindness to Animals,Kindness to animals,noun
ການປົກປ້ອງໂລກ,Protecting the Earth,Protecting the Earth,noun
ຄວາມຮັບຜິດຊອບຮ່ວມກັນ,Shared Responsibility,Shared responsibility,noun
ການກະທຳທີ່ດີ,Good Deeds,Good deeds,noun
ຈິດໃຈທີ່ເຂັ້ມແຂງ,Strong Spirit,Strong spirit,noun
